API,lon,lat,porosity,depth_m
3018564,-119.789922,35.689024,0.405,468.1728
3037839,-119.810781,35.704511,0.405,188.976
3038056,-119.8095157,35.70445877,0.405,64.008
3038056,-119.8095157,35.70445877,0.405,106.9848
3038056,-119.8095157,35.70445877,0.405,198.12
3038057,-119.7966846,35.69089914,0.405,99.6696
3038162,-119.8139816,35.71101128,0.405,89.3064
3042311,-119.794643,35.691886,0.405,137.16
3042317,-119.793996,35.68973,0.405,106.68
3044742,-119.812413,35.706208,0.405,47.5488
3044749,-119.786814,35.683851,0.405,174.9552
3053682,-119.795831,35.693854,0.405,110.0328
2958474,-119.744863,35.63973,0.405,227.076
2951419,-119.772317,35.667468,0.404,75.8952
2951419,-119.772317,35.667468,0.404,93.2688
2951419,-119.772317,35.667468,0.404,110.1852
2951419,-119.772317,35.667468,0.404,115.5192
2951419,-119.772317,35.667468,0.404,116.4336
2952662,-119.777576,35.676499,0.404,515.7216
2958475,-119.745673,35.635161,0.404,234.696
2958475,-119.745673,35.635161,0.404,270.6624
2958478,-119.743823,35.63615,0.404,223.4184
2965748,-119.758713,35.66412,0.404,94.7928
2970956,-119.730669,35.625057,0.404,261.8232
3003280,-119.771291,35.670319,0.404,260.17728
3003280,-119.771291,35.670319,0.404,192.024
3005673,-119.77291,35.672123,0.404,179.832
3012654,-119.761961,35.653615,0.404,61.722
3012654,-119.761961,35.653615,0.404,131.826
3016931,-119.752367,35.647972,0.404,160.02
3016932,-119.753739,35.645631,0.404,178.7652
3034264,-119.802826,35.709239,0.404,57.3024
3036127,-119.806099,35.709212,0.404,143.256
3037839,-119.810781,35.704511,0.404,88.392
3037839,-119.810781,35.704511,0.404,176.784
3038057,-119.7966846,35.69089914,0.404,78.3336
3038057,-119.7966846,35.69089914,0.404,136.5504
3038057,-119.7966846,35.69089914,0.404,215.1888
3038131,-119.794049,35.68888294,0.404,153.3144
3038162,-119.8139816,35.71101128,0.404,51.2064
3038162,-119.8139816,35.71101128,0.404,56.388
3038163,-119.8128095,35.71497521,0.404,41.7576
3042317,-119.793996,35.68973,0.404,156.3624
3043534,-119.793267,35.68988,0.404,172.212
3044742,-119.812413,35.706208,0.404,77.4192
3044742,-119.812413,35.706208,0.404,149.352
3048800,-119.763368,35.650838,0.404,163.6776
3048800,-119.763368,35.650838,0.404,284.988
3053682,-119.795831,35.693854,0.404,113.3856
2951981,-119.785854,35.687217,0.404,289.56
2951419,-119.772317,35.667468,0.403,50.9016
2951419,-119.772317,35.667468,0.403,56.0832
2952662,-119.777576,35.676499,0.403,470.0016
2958472,-119.746793,35.636491,0.403,237.744
2958473,-119.744913,35.64086,0.403,237.1344
2970956,-119.730669,35.625057,0.403,274.9296
2972286,-119.748393,35.64041,0.403,362.1024
3003280,-119.771291,35.670319,0.403,195.834
3003280,-119.771291,35.670319,0.403,131.064
3003280,-119.771291,35.670319,0.403,206.9592
3005675,-119.774174,35.672383,0.403,159.7152
3005675,-119.774174,35.672383,0.403,220.6752
3007192,-119.73758,35.61775,0.403,649.3764
3012654,-119.761961,35.653615,0.403,129.3876
3012654,-119.761961,35.653615,0.403,132.40512
3016932,-119.753739,35.645631,0.403,182.118
3034593,-119.791628,35.702109,0.403,49.9872
3037839,-119.810781,35.704511,0.403,62.484
3037839,-119.810781,35.704511,0.403,116.4336
3037839,-119.810781,35.704511,0.403,175.26
3037926,-119.8018388,35.69067844,0.403,190.8048
3038056,-119.8095157,35.70445877,0.403,96.6216
3038057,-119.7966846,35.69089914,0.403,59.436
3038162,-119.8139816,35.71101128,0.403,70.7136
3038163,-119.8128095,35.71497521,0.403,97.536
3042317,-119.793996,35.68973,0.403,120.0912
3042317,-119.793996,35.68973,0.403,151.7904
3043481,-119.795307,35.692463,0.403,170.688
3044742,-119.812413,35.706208,0.403,66.1416
3048800,-119.763368,35.650838,0.403,167.0304
3048800,-119.763368,35.650838,0.403,167.9448
2951419,-119.772317,35.667468,0.402,53.6448
2951419,-119.772317,35.667468,0.402,80.4672
2951419,-119.772317,35.667468,0.402,88.6968
2951419,-119.772317,35.667468,0.402,99.6696
2958473,-119.744913,35.64086,0.402,204.216
2963902,-119.760213,35.66018,0.402,253.5936
2963902,-119.760213,35.66018,0.402,520.9032
2965110,-119.78553,35.682088,0.402,49.0728
2965745,-119.759143,35.66477,0.402,138.9888
2965748,-119.758713,35.66412,0.402,46.6344
3003280,-119.771291,35.670319,0.402,196.596
3005188,-119.772625,35.671204,0.402,174.3456
3005188,-119.772625,35.671204,0.402,204.5208
3005674,-119.772405,35.670232,0.402,209.0928
3005675,-119.774174,35.672383,0.402,127.7112
3005675,-119.774174,35.672383,0.402,186.2328
3016931,-119.752367,35.647972,0.402,195.6816
3016932,-119.753739,35.645631,0.402,176.6316
3018564,-119.789922,35.689024,0.402,285.2928
3024045,-119.77015,35.664272,0.402,77.1144
3024045,-119.77015,35.664272,0.402,112.776
3034257,-119.801974,35.694261,0.402,65.2272
3037839,-119.810781,35.704511,0.402,81.0768
3037926,-119.8018388,35.69067844,0.402,70.104
3038056,-119.8095157,35.70445877,0.402,109.1184
3038057,-119.7966846,35.69089914,0.402,188.976
3038131,-119.794049,35.68888294,0.402,157.2768
3038162,-119.8139816,35.71101128,0.402,105.156
3038164,-119.8072793,35.71496014,0.402,67.6656
3042318,-119.792287,35.689902,0.402,77.1144
3042318,-119.792287,35.689902,0.402,98.4504
3044742,-119.812413,35.706208,0.402,179.832
3044749,-119.786814,35.683851,0.402,113.3856
3053682,-119.795831,35.693854,0.402,117.348
2951419,-119.772317,35.667468,0.401,97.536
2951419,-119.772317,35.667468,0.401,114.9096
2952662,-119.777576,35.676499,0.401,123.444
2952662,-119.777576,35.676499,0.401,299.9232
2958472,-119.746793,35.636491,0.401,222.504
2961362,-119.784408,35.685615,0.401,271.5768
2961362,-119.784408,35.685615,0.401,515.112
2963902,-119.760213,35.66018,0.401,30.48
2965742,-119.758383,35.66464,0.401,74.9808
2970956,-119.730669,35.625057,0.401,280.1112
3002808,-119.771849,35.673545,0.401,161.8488
3003280,-119.771291,35.670319,0.401,263.1948
3012654,-119.761961,35.653615,0.401,44.0436
3012654,-119.761961,35.653615,0.401,128.778
3016932,-119.753739,35.645631,0.401,177.546
3016932,-119.753739,35.645631,0.401,177.8508
3016932,-119.753739,35.645631,0.401,178.4604
3018564,-119.789922,35.689024,0.401,340.4616
3018564,-119.789922,35.689024,0.401,461.772
3024045,-119.77015,35.664272,0.401,105.4608
3037839,-119.810781,35.704511,0.401,165.2016
3037839,-119.810781,35.704511,0.401,192.024
3037843,-119.810025,35.70207523,0.401,110.3376
3037926,-119.8018388,35.69067844,0.401,187.452
3038056,-119.8095157,35.70445877,0.401,226.1616
3038057,-119.7966846,35.69089914,0.401,39.0144
3042317,-119.793996,35.68973,0.401,141.1224
3042318,-119.792287,35.689902,0.401,87.1728
3043530,-119.795242,35.691592,0.401,129.8448
3053682,-119.795831,35.693854,0.401,181.0512
2952267,-119.75464,35.649282,0.4,297.18
2958472,-119.746793,35.636491,0.4,231.648
2961362,-119.784408,35.685615,0.4,82.296
2961362,-119.784408,35.685615,0.4,517.5504
2963902,-119.760213,35.66018,0.4,53.0352
2963902,-119.760213,35.66018,0.4,154.2288
2963902,-119.760213,35.66018,0.4,463.296
2965110,-119.78553,35.682088,0.4,93.5736
2970956,-119.730669,35.625057,0.4,272.4912
2972286,-119.748393,35.64041,0.4,348.6912
3003280,-119.771291,35.670319,0.4,131.2164
3003280,-119.771291,35.670319,0.4,140.208
3003280,-119.771291,35.670319,0.4,268.224
3005673,-119.77291,35.672123,0.4,190.5
3012654,-119.761961,35.653615,0.4,44.3484
3012654,-119.761961,35.653615,0.4,131.18592
3016931,-119.752367,35.647972,0.4,185.928
3016932,-119.753739,35.645631,0.4,181.2036
3034286,-119.787819,35.69991,0.4,91.7448
3037926,-119.8018388,35.69067844,0.4,121.3104
3037926,-119.8018388,35.69067844,0.4,246.2784
3038162,-119.8139816,35.71101128,0.4,52.4256
3038162,-119.8139816,35.71101128,0.4,58.5216
3038162,-119.8139816,35.71101128,0.4,102.4128
3038163,-119.8128095,35.71497521,0.4,68.8848
3038163,-119.8128095,35.71497521,0.4,70.4088
3042314,-119.79455,35.690961,0.4,97.536
3043485,-119.79702,35.69292,0.4,113.6904
3044749,-119.786814,35.683851,0.4,191.4144
3048800,-119.763368,35.650838,0.4,236.8296
2951981,-119.785854,35.687217,0.4,312.1152
2951419,-119.772317,35.667468,0.399,68.8848
2951419,-119.772317,35.667468,0.399,102.7176
2958472,-119.746793,35.636491,0.399,217.932
2958966,-119.777631,35.674672,0.399,262.4328
2963902,-119.760213,35.66018,0.399,271.5768
2963902,-119.760213,35.66018,0.399,589.4832
2965110,-119.78553,35.682088,0.399,297.18
2965748,-119.758713,35.66412,0.399,108.5088
3001075,-119.771035,35.673243,0.399,127.4064
3002808,-119.771849,35.673545,0.399,213.9696
3003280,-119.771291,35.670319,0.399,290.9316
3011557,-119.77511,35.674278,0.399,148.7424
3012654,-119.761961,35.653615,0.399,134.112
3012654,-119.761961,35.653615,0.399,110.7948
3016930,-119.753634,35.650313,0.399,185.3184
3016931,-119.752367,35.647972,0.399,160.9344
3018564,-119.789922,35.689024,0.399,363.3216
3034264,-119.802826,35.709239,0.399,62.7888
3034286,-119.787819,35.69991,0.399,81.3816
3036127,-119.806099,35.709212,0.399,64.9224
3034265,-119.800136,35.707628,0.399,71.628
3038056,-119.8095157,35.70445877,0.399,64.6176
3038131,-119.794049,35.68888294,0.399,64.6176
3038131,-119.794049,35.68888294,0.399,118.872
3042311,-119.794643,35.691886,0.399,182.2704
2951419,-119.772317,35.667468,0.398,72.2376
2961362,-119.784408,35.685615,0.398,68.58
2965110,-119.78553,35.682088,0.398,213.9696
2965110,-119.78553,35.682088,0.398,56.388
2965748,-119.758713,35.66412,0.398,64.9224
2965748,-119.758713,35.66412,0.398,71.628
2965748,-119.758713,35.66412,0.398,93.5736
2965748,-119.758713,35.66412,0.398,49.9872
2980686,-119.77397,35.671468,0.398,195.072
2980686,-119.77397,35.671468,0.398,413.004
3003280,-119.771291,35.670319,0.398,201.3204
3003280,-119.771291,35.670319,0.398,291.846
3003280,-119.771291,35.670319,0.398,228.6
3005674,-119.772405,35.670232,0.398,133.8072
3005675,-119.774174,35.672383,0.398,105.7656
3005675,-119.774174,35.672383,0.398,197.5104
3012654,-119.761961,35.653615,0.398,60.8076
3012654,-119.761961,35.653615,0.398,140.3604
3012654,-119.761961,35.653615,0.398,337.566
3018564,-119.789922,35.689024,0.398,367.5888
3024045,-119.77015,35.664272,0.398,81.0768
3024045,-119.77015,35.664272,0.398,175.26
3034257,-119.801974,35.694261,0.398,124.968
3036127,-119.806099,35.709212,0.398,67.056
3038056,-119.8095157,35.70445877,0.398,188.976
3038131,-119.794049,35.68888294,0.398,107.8992
3038162,-119.8139816,35.71101128,0.398,105.4608
3038163,-119.8128095,35.71497521,0.398,64.6176
3038163,-119.8128095,35.71497521,0.398,180.4416
3038164,-119.8072793,35.71496014,0.398,68.2752
3038164,-119.8072793,35.71496014,0.398,69.1896
3038164,-119.8072793,35.71496014,0.398,75.2856
3038164,-119.8072793,35.71496014,0.398,76.8096
3038164,-119.8072793,35.71496014,0.398,106.3752
3042318,-119.792287,35.689902,0.398,173.736
3043485,-119.79702,35.69292,0.398,154.2288
3043530,-119.795242,35.691592,0.398,247.4976
3043530,-119.795242,35.691592,0.398,281.94
3053682,-119.795831,35.693854,0.398,106.68
2951419,-119.772317,35.667468,0.397,167.3352
2951419,-119.772317,35.667468,0.397,106.68
2951419,-119.772317,35.667468,0.397,108.8136
2951419,-119.772317,35.667468,0.397,115.2144
2958966,-119.777631,35.674672,0.397,101.1936
2965748,-119.758713,35.66412,0.397,67.056
3003280,-119.771291,35.670319,0.397,259.5372
3007192,-119.73758,35.61775,0.397,722.376
3018564,-119.789922,35.689024,0.397,364.5408
3034257,-119.801974,35.694261,0.397,147.5232
3034257,-119.801974,35.694261,0.397,169.164
3034265,-119.800136,35.707628,0.397,66.7512
3037839,-119.810781,35.704511,0.397,53.9496
3037843,-119.810025,35.70207523,0.397,191.4144
3037926,-119.8018388,35.69067844,0.397,87.7824
3038056,-119.8095157,35.70445877,0.397,88.392
3038056,-119.8095157,35.70445877,0.397,96.9264
3038056,-119.8095157,35.70445877,0.397,204.8256
3038131,-119.794049,35.68888294,0.397,87.1728
3038164,-119.8072793,35.71496014,0.397,70.4088
3043486,-119.796355,35.692524,0.397,97.536
3043486,-119.796355,35.692524,0.397,109.1184
3043530,-119.795242,35.691592,0.397,124.3584
3043530,-119.795242,35.691592,0.397,142.9512
3044742,-119.812413,35.706208,0.397,60.96
3048800,-119.763368,35.650838,0.397,161.544
3053682,-119.795831,35.693854,0.397,114.6048
3054362,-119.79065,35.686164,0.397,175.5648
2951418,-119.773995,35.66685,0.396,175.26
2958471,-119.746173,35.64249,0.396,199.644
2958472,-119.746793,35.636491,0.396,229.8192
2961362,-119.784408,35.685615,0.396,437.0832
2965748,-119.758713,35.66412,0.396,112.776
2972286,-119.748393,35.64041,0.396,343.2048
3002808,-119.771849,35.673545,0.396,195.9864
3003280,-119.771291,35.670319,0.396,204.0636
3005674,-119.772405,35.670232,0.396,169.164
3016932,-119.753739,35.645631,0.396,176.3268
3022253,-119.80497,35.702535,0.396,399.8976
3036127,-119.806099,35.709212,0.396,50.5968
3037839,-119.810781,35.704511,0.396,194.4624
3038163,-119.8128095,35.71497521,0.396,68.2752
3038164,-119.8072793,35.71496014,0.396,74.0664
3042317,-119.793996,35.68973,0.396,103.632
3043481,-119.795307,35.692463,0.396,100.584
3054362,-119.79065,35.686164,0.396,124.968
2951419,-119.772317,35.667468,0.395,163.068
2951419,-119.772317,35.667468,0.395,111.8616
2952662,-119.777576,35.676499,0.395,446.532
2958471,-119.746173,35.64249,0.395,230.124
2958472,-119.746793,35.636491,0.395,245.364
2958966,-119.777631,35.674672,0.395,331.0128
2961362,-119.784408,35.685615,0.395,65.532
2963902,-119.760213,35.66018,0.395,413.004
2965110,-119.78553,35.682088,0.395,135.0264
2965742,-119.758383,35.66464,0.395,93.2688
2965748,-119.758713,35.66412,0.395,55.1688
3003280,-119.771291,35.670319,0.395,259.3848
3003280,-119.771291,35.670319,0.395,260.604
3005675,-119.774174,35.672383,0.395,167.64
3005675,-119.774174,35.672383,0.395,191.1096
3007192,-119.73758,35.61775,0.395,621.6396
3012654,-119.761961,35.653615,0.395,340.9188
3016930,-119.753634,35.650313,0.395,76.2
3022253,-119.80497,35.702535,0.395,323.088
3037926,-119.8018388,35.69067844,0.395,56.388
3038164,-119.8072793,35.71496014,0.395,111.5568
3042311,-119.794643,35.691886,0.395,167.64
3042317,-119.793996,35.68973,0.395,99.06
3043485,-119.79702,35.69292,0.395,130.7592
3044742,-119.812413,35.706208,0.395,180.4416
3044749,-119.786814,35.683851,0.395,112.1664
3048800,-119.763368,35.650838,0.395,192.3288
3054362,-119.79065,35.686164,0.395,54.864
2951981,-119.785854,35.687217,0.395,298.704
2951419,-119.772317,35.667468,0.394,103.632
2951419,-119.772317,35.667468,0.394,107.5944
2955337,-119.759786,35.649248,0.394,161.544
2955337,-119.759786,35.649248,0.394,177.3936
2955337,-119.759786,35.649248,0.394,187.7568
2961362,-119.784408,35.685615,0.394,281.3304
2961362,-119.784408,35.685615,0.394,445.3128
2961362,-119.784408,35.685615,0.394,478.8408
2965110,-119.78553,35.682088,0.394,71.0184
2965110,-119.78553,35.682088,0.394,132.588
2965742,-119.758383,35.66464,0.394,73.7616
2965742,-119.758383,35.66464,0.394,166.116
2965748,-119.758713,35.66412,0.394,73.152
2972286,-119.748393,35.64041,0.394,335.28
3002808,-119.771849,35.673545,0.394,193.548
3012654,-119.761961,35.653615,0.394,61.1124
3012654,-119.761961,35.653615,0.394,67.42176
3016930,-119.753634,35.650313,0.394,73.152
3016930,-119.753634,35.650313,0.394,79.8576
3016931,-119.752367,35.647972,0.394,72.2376
3034264,-119.802826,35.709239,0.394,80.1624
3034265,-119.800136,35.707628,0.394,58.5216
3038057,-119.7966846,35.69089914,0.394,138.0744
3038131,-119.794049,35.68888294,0.394,156.6672
3038163,-119.8128095,35.71497521,0.394,49.9872
3038164,-119.8072793,35.71496014,0.394,32.6136
3038164,-119.8072793,35.71496014,0.394,60.3504
3043486,-119.796355,35.692524,0.394,94.488
3043530,-119.795242,35.691592,0.394,274.0152
3044742,-119.812413,35.706208,0.394,192.024
3044749,-119.786814,35.683851,0.394,134.7216
3044749,-119.786814,35.683851,0.394,305.7144
3053732,-119.7895,35.685268,0.394,176.784
2951981,-119.785854,35.687217,0.394,302.3616
2951419,-119.772317,35.667468,0.393,67.6656
2951419,-119.772317,35.667468,0.393,106.0704
2952267,-119.75464,35.649282,0.393,282.8544
2952662,-119.777576,35.676499,0.393,282.2448
2952662,-119.777576,35.676499,0.393,476.4024
2961362,-119.784408,35.685615,0.393,519.0744
2965748,-119.758713,35.66412,0.393,129.8448
2965889,-119.724836,35.58974,0.393,1330.452
2970956,-119.730669,35.625057,0.393,279.8064
3003280,-119.771291,35.670319,0.393,130.9116
3003280,-119.771291,35.670319,0.393,199.644
3016930,-119.753634,35.650313,0.393,175.8696
3016932,-119.753739,35.645631,0.393,178.1556
3038056,-119.8095157,35.70445877,0.393,57.912
3038056,-119.8095157,35.70445877,0.393,188.6712
3038057,-119.7966846,35.69089914,0.393,50.5968
3038057,-119.7966846,35.69089914,0.393,99.06
3038131,-119.794049,35.68888294,0.393,86.868
3038162,-119.8139816,35.71101128,0.393,48.768
3038162,-119.8139816,35.71101128,0.393,100.2792
3038163,-119.8128095,35.71497521,0.393,64.008
3043485,-119.79702,35.69292,0.393,134.112
3043534,-119.793267,35.68988,0.393,62.7888
3044749,-119.786814,35.683851,0.393,309.0672
3044749,-119.786814,35.683851,0.393,312.7248
2951981,-119.785854,35.687217,0.393,413.3088
3022252,-119.806959,35.704389,0.393,198.7296
2953933,-119.770123,35.66581,0.392,100.2792
2961362,-119.784408,35.685615,0.392,487.68
2965110,-119.78553,35.682088,0.392,170.688
2965742,-119.758383,35.66464,0.392,53.6448
2965745,-119.759143,35.66477,0.392,73.4568
2965748,-119.758713,35.66412,0.392,128.016
3003280,-119.771291,35.670319,0.392,263.652
3012654,-119.761961,35.653615,0.392,114.6048
3012654,-119.761961,35.653615,0.392,38.862
3012654,-119.761961,35.653615,0.392,132.1308
3016932,-119.753739,35.645631,0.392,181.8132
3018564,-119.789922,35.689024,0.392,366.9792
3034257,-119.801974,35.694261,0.392,51.2064
3034264,-119.802826,35.709239,0.392,48.768
3034479,-119.77857,35.691269,0.392,81.0768
3037839,-119.810781,35.704511,0.392,67.056
3037926,-119.8018388,35.69067844,0.392,57.912
3038056,-119.8095157,35.70445877,0.392,181.356
3038056,-119.8095157,35.70445877,0.392,185.928
3038056,-119.8095157,35.70445877,0.392,209.7024
3038057,-119.7966846,35.69089914,0.392,44.196
3038131,-119.794049,35.68888294,0.392,53.9496
3038131,-119.794049,35.68888294,0.392,199.644
3042311,-119.794643,35.691886,0.392,97.536
3042318,-119.792287,35.689902,0.392,165.8112
3043481,-119.795307,35.692463,0.392,149.6568
3043534,-119.793267,35.68988,0.392,109.4232
3044749,-119.786814,35.683851,0.392,345.6432
3048800,-119.763368,35.650838,0.392,149.6568
2958474,-119.744863,35.63973,0.392,224.028
3022252,-119.806959,35.704389,0.392,319.1256
2951419,-119.772317,35.667468,0.391,48.768
2951954,-119.793227,35.692182,0.391,56.0832
2958471,-119.746173,35.64249,0.391,110.6424
2965110,-119.78553,35.682088,0.391,53.6448
2965110,-119.78553,35.682088,0.391,87.7824
2965110,-119.78553,35.682088,0.391,59.1312
2965748,-119.758713,35.66412,0.391,107.442
2965748,-119.758713,35.66412,0.391,134.7216
3003280,-119.771291,35.670319,0.391,203.454
3016932,-119.753739,35.645631,0.391,181.5084
3024045,-119.77015,35.664272,0.391,65.8368
3034264,-119.802826,35.709239,0.391,73.7616
3038056,-119.8095157,35.70445877,0.391,84.4296
3038056,-119.8095157,35.70445877,0.391,106.68
3038056,-119.8095157,35.70445877,0.391,191.7192
3042314,-119.79455,35.690961,0.391,113.3856
3043481,-119.795307,35.692463,0.391,121.92
2951419,-119.772317,35.667468,0.39,99.9744
2951419,-119.772317,35.667468,0.39,109.728
2952267,-119.75464,35.649282,0.39,324.9168
2958471,-119.746173,35.64249,0.39,190.8048
2958471,-119.746173,35.64249,0.39,213.36
2958478,-119.743823,35.63615,0.39,268.224
2965748,-119.758713,35.66412,0.39,56.0832
2965748,-119.758713,35.66412,0.39,113.0808
2972286,-119.748393,35.64041,0.39,187.7568
2980686,-119.77397,35.671468,0.39,151.7904
3003280,-119.771291,35.670319,0.39,207.1116
3003280,-119.771291,35.670319,0.39,197.5104
3012654,-119.761961,35.653615,0.39,60.0456
3012654,-119.761961,35.653615,0.39,37.0332
3012654,-119.761961,35.653615,0.39,109.8804
3012654,-119.761961,35.653615,0.39,339.09
3034265,-119.800136,35.707628,0.39,109.728
3037843,-119.810025,35.70207523,0.39,69.7992
3037843,-119.810025,35.70207523,0.39,162.7632
3037926,-119.8018388,35.69067844,0.39,112.4712
3037926,-119.8018388,35.69067844,0.39,166.7256
3038056,-119.8095157,35.70445877,0.39,59.7408
3038056,-119.8095157,35.70445877,0.39,85.344
3038056,-119.8095157,35.70445877,0.39,85.6488
3038056,-119.8095157,35.70445877,0.39,207.5688
3038131,-119.794049,35.68888294,0.39,137.7696
3038131,-119.794049,35.68888294,0.39,144.1704
3038162,-119.8139816,35.71101128,0.39,54.864
3038162,-119.8139816,35.71101128,0.39,103.0224
3038163,-119.8128095,35.71497521,0.39,45.1104
3043481,-119.795307,35.692463,0.39,137.7696
2958474,-119.744863,35.63973,0.39,217.0176
2951419,-119.772317,35.667468,0.389,115.824
2958471,-119.746173,35.64249,0.389,217.3224
2961362,-119.784408,35.685615,0.389,512.6736
2963902,-119.760213,35.66018,0.389,590.7024
2965748,-119.758713,35.66412,0.389,75.8952
2972286,-119.748393,35.64041,0.389,207.264
2972286,-119.748393,35.64041,0.389,373.6848
2980686,-119.77397,35.671468,0.389,161.544
3002808,-119.771849,35.673545,0.389,199.9488
3003280,-119.771291,35.670319,0.389,227.076
3016930,-119.753634,35.650313,0.389,208.1784
3018564,-119.789922,35.689024,0.389,377.952
3036127,-119.806099,35.709212,0.389,221.5896
3037839,-119.810781,35.704511,0.389,169.7736
3037839,-119.810781,35.704511,0.389,177.6984
3037926,-119.8018388,35.69067844,0.389,183.1848
3037926,-119.8018388,35.69067844,0.389,254.8128
3038056,-119.8095157,35.70445877,0.389,192.3288
3038056,-119.8095157,35.70445877,0.389,204.216
3042311,-119.794643,35.691886,0.389,180.7464
3044749,-119.786814,35.683851,0.389,192.3288
3053682,-119.795831,35.693854,0.389,135.636
2958474,-119.744863,35.63973,0.389,256.9464
2951419,-119.772317,35.667468,0.388,89.916
2952662,-119.777576,35.676499,0.388,240.792
2955337,-119.759786,35.649248,0.388,174.3456
2961362,-119.784408,35.685615,0.388,511.4544
2965110,-119.78553,35.682088,0.388,178.6128
2965110,-119.78553,35.682088,0.388,188.6712
2965110,-119.78553,35.682088,0.388,60.0456
2965742,-119.758383,35.66464,0.388,79.248
2965748,-119.758713,35.66412,0.388,75.2856
3003280,-119.771291,35.670319,0.388,265.176
3007192,-119.73758,35.61775,0.388,649.6812
3016932,-119.753739,35.645631,0.388,176.022
3037839,-119.810781,35.704511,0.388,57.3024
3037926,-119.8018388,35.69067844,0.388,40.2336
3037926,-119.8018388,35.69067844,0.388,42.0624
3038056,-119.8095157,35.70445877,0.388,183.1848
3038056,-119.8095157,35.70445877,0.388,191.4144
3038057,-119.7966846,35.69089914,0.388,40.8432
3038131,-119.794049,35.68888294,0.388,54.5592
3038164,-119.8072793,35.71496014,0.388,42.3672
3042318,-119.792287,35.689902,0.388,85.344
3042318,-119.792287,35.689902,0.388,115.5192
3043485,-119.79702,35.69292,0.388,82.9056
3044749,-119.786814,35.683851,0.388,156.3624
2951419,-119.772317,35.667468,0.387,142.3416
2972286,-119.748393,35.64041,0.387,184.7088
3012654,-119.761961,35.653615,0.387,112.3188
3012654,-119.761961,35.653615,0.387,144.6276
3016931,-119.752367,35.647972,0.387,197.5104
3032615,-119.804834,35.698862,0.387,73.7616
3036127,-119.806099,35.709212,0.387,137.4648
3036127,-119.806099,35.709212,0.387,210.9216
3034265,-119.800136,35.707628,0.387,66.7512
3037839,-119.810781,35.704511,0.387,165.8112
3037926,-119.8018388,35.69067844,0.387,54.5592
3038056,-119.8095157,35.70445877,0.387,106.0704
3038056,-119.8095157,35.70445877,0.387,202.692
3038162,-119.8139816,35.71101128,0.387,51.816
3038162,-119.8139816,35.71101128,0.387,53.6448
3038164,-119.8072793,35.71496014,0.387,72.8472
3043482,-119.793662,35.691535,0.387,105.156
3044749,-119.786814,35.683851,0.387,314.8584
2951419,-119.772317,35.667468,0.386,111.252
2952662,-119.777576,35.676499,0.386,409.956
2958472,-119.746793,35.636491,0.386,239.268
2963902,-119.760213,35.66018,0.386,72.5424
2963902,-119.760213,35.66018,0.386,210.9216
2965110,-119.78553,35.682088,0.386,79.248
2965748,-119.758713,35.66412,0.386,118.5672
2965748,-119.758713,35.66412,0.386,132.2832
2965748,-119.758713,35.66412,0.386,134.112
2965748,-119.758713,35.66412,0.386,117.6528
3012654,-119.761961,35.653615,0.386,112.014
3012654,-119.761961,35.653615,0.386,143.34744
3018564,-119.789922,35.689024,0.386,360.5784
3034286,-119.787819,35.69991,0.386,85.6488
3034265,-119.800136,35.707628,0.386,75.2856
3037843,-119.810025,35.70207523,0.386,161.544
3038056,-119.8095157,35.70445877,0.386,181.0512
3038056,-119.8095157,35.70445877,0.386,202.9968
3038057,-119.7966846,35.69089914,0.386,216.408
3038162,-119.8139816,35.71101128,0.386,39.624
3038162,-119.8139816,35.71101128,0.386,47.5488
3038163,-119.8128095,35.71497521,0.386,47.5488
3042314,-119.79455,35.690961,0.386,147.828
3043530,-119.795242,35.691592,0.386,223.4184
3048800,-119.763368,35.650838,0.386,162.4584
3053732,-119.7895,35.685268,0.386,56.6928
2951419,-119.772317,35.667468,0.385,53.34
2951419,-119.772317,35.667468,0.385,72.8472
2951419,-119.772317,35.667468,0.385,111.5568
2951419,-119.772317,35.667468,0.385,112.1664
2958471,-119.746173,35.64249,0.385,205.74
2963902,-119.760213,35.66018,0.385,424.2816
2963902,-119.760213,35.66018,0.385,479.4504
2965110,-119.78553,35.682088,0.385,73.7616
2965748,-119.758713,35.66412,0.385,107.5944
2965748,-119.758713,35.66412,0.385,130.1496
2970956,-119.730669,35.625057,0.385,279.5016
2972286,-119.748393,35.64041,0.385,338.9376
3003280,-119.771291,35.670319,0.385,286.8168
3005674,-119.772405,35.670232,0.385,187.1472
3024045,-119.77015,35.664272,0.385,453.2376
3037926,-119.8018388,35.69067844,0.385,36.8808
3038056,-119.8095157,35.70445877,0.385,84.7344
3038056,-119.8095157,35.70445877,0.385,194.4624
3038056,-119.8095157,35.70445877,0.385,197.5104
3038056,-119.8095157,35.70445877,0.385,207.8736
3038131,-119.794049,35.68888294,0.385,110.6424
3038131,-119.794049,35.68888294,0.385,143.5608
3043534,-119.793267,35.68988,0.385,185.928
3044742,-119.812413,35.706208,0.385,57.912
3044742,-119.812413,35.706208,0.385,74.3712
3044749,-119.786814,35.683851,0.385,310.5912
3022252,-119.806959,35.704389,0.385,112.1664
2958471,-119.746173,35.64249,0.384,236.22
2958966,-119.777631,35.674672,0.384,126.1872
2965748,-119.758713,35.66412,0.384,70.7136
2965748,-119.758713,35.66412,0.384,109.4232
2965748,-119.758713,35.66412,0.384,118.2624
2965748,-119.758713,35.66412,0.384,128.9304
